login_attempts_last_5m,distinct_users_from_ip_last_5m,hour_of_day,day_of_week,is_attack
1,1,10,0,0
2,1,14,2,0
1,1,14,4,0
41,41,2,0,1
1,1,16,2,0
1,1,10,1,0
1,1,18,0,0
34,46,1,0,1
1,1,16,2,0
3,1,9,4,0
2,1,18,4,0
1,1,13,0,0
1,1,10,4,0
1,1,10,6,0
79,1,20,0,1
1,1,15,2,0
1,1,9,1,0
1,1,17,2,0
21,1,9,0,1
1,1,15,1,0
1,1,13,2,0
1,1,22,4,0
16,5,0,6,1
1,1,9,3,0
1,1,16,1,0
2,1,19,4,0
1,1,9,6,0
1,1,6,0,0
44,22,23,6,1
2,1,10,2,0
1,1,16,3,0
1,1,19,2,0
1,1,4,0,0
1,1,8,3,0
2,1,17,1,0
1,1,19,4,0
21,11,20,3,1
41,35,23,6,1
35,23,22,1,1
47,38,20,2,1
1,1,9,5,0
20,4,4,5,1
1,1,16,0,0
1,1,21,3,0
2,1,13,3,0
52,1,2,2,1
1,1,8,2,0
1,1,11,4,0
16,5,3,5,1
1,1,12,0,0
1,1,12,1,0
25,39,5,1,1
1,1,14,3,0
1,1,9,3,0
2,1,18,6,0
2,1,13,1,0
9,2,22,6,1
1,1,14,2,0
1,1,12,3,0
28,25,2,6,1
85,1,10,5,1
1,1,8,6,0
1,1,16,6,0
1,1,14,2,0
15,18,3,1,1
1,1,13,4,0
1,1,14,3,0
1,1,14,0,0
1,1,8,1,0
1,1,17,4,0
1,1,16,0,0
15,1,23,6,1
1,1,14,0,0
2,1,9,1,0
3,1,13,3,0
1,1,19,0,0
1,1,10,3,0
1,1,21,1,0
2,1,9,1,0
1,1,3,4,0
1,1,18,0,0
12,1,7,6,1
1,1,9,1,0
1,1,16,4,0
6,5,3,6,1
1,1,12,4,0
3,1,13,3,0
26,1,10,5,1
1,1,15,0,0
11,5,3,6,1
2,1,16,5,0
1,1,1,4,0
3,1,7,3,0
1,1,18,3,0
2,1,14,0,0
1,1,19,2,0
2,1,9,1,0
14,36,20,0,1
2,1,17,4,0
1,1,21,4,0
45,40,4,6,1
1,1,10,0,0
1,1,17,4,0
2,1,5,2,0
1,1,9,1,0
2,1,22,0,0
1,1,23,1,0
13,5,21,6,1
1,1,9,2,0
13,2,4,6,1
11,16,5,5,1
1,1,14,2,0
2,1,5,3,0
46,37,21,3,1
49,44,3,0,1
1,1,11,0,0
2,1,9,5,0
1,1,5,0,0
1,1,13,1,0
1,1,12,0,0
29,32,2,2,1
1,1,9,0,0
2,1,23,2,0
2,1,14,2,0
1,1,12,0,0
1,1,16,1,0
36,33,2,5,1
1,1,14,4,0
1,1,18,1,0
15,24,3,6,1
28,21,5,5,1
1,1,16,2,0
2,1,16,3,0
70,1,4,3,1
1,1,4,0,0
3,1,18,1,0
1,1,16,1,0
49,23,4,3,1
1,1,16,2,0
11,3,23,5,1
1,1,4,4,0
1,1,13,2,0
1,1,15,1,0
1,1,19,4,0
2,1,13,0,0
1,1,16,1,0
1,1,13,3,0
1,1,19,2,0
2,1,18,3,0
46,1,1,6,1
2,1,13,3,0
2,1,16,0,0
2,1,13,4,0
17,4,22,6,1
1,1,19,4,0
1,1,11,0,0
3,1,4,1,0
1,1,11,4,0
29,48,1,6,1
1,1,17,2,0
1,1,14,4,0
27,20,7,6,1
1,1,13,0,0
2,1,11,4,0
1,1,11,3,0
62,1,6,4,1
1,1,15,3,0
1,1,17,1,0
2,1,19,0,0
1,1,19,2,0
1,1,21,4,0
1,1,19,4,0
3,1,22,3,0
1,1,22,0,0
1,1,9,4,0
1,1,13,4,0
1,1,8,3,0
1,1,12,4,0
23,37,3,5,1
97,1,11,1,1
1,1,17,0,0
1,1,8,1,0
1,1,10,3,0
1,1,20,2,0
1,1,8,6,0
1,1,9,0,0
1,1,18,3,0
12,27,23,4,1
1,1,1,2,0
2,1,19,0,0
2,1,19,0,0
1,1,9,3,0
1,1,22,4,0
1,1,10,2,0
1,1,15,2,0
1,1,11,1,0
1,1,11,3,0
1,1,18,3,0
2,1,14,3,0
27,1,6,6,1
8,2,0,6,1
1,1,13,6,0
1,1,16,0,0
82,1,4,3,1
2,1,15,1,0
1,1,13,3,0
5,3,7,6,1
1,1,17,6,0
1,1,14,4,0
1,1,6,4,0
1,1,18,3,0
1,1,17,3,0
1,1,18,2,0
1,1,17,2,0
2,1,14,4,0
1,1,11,3,0
1,1,19,3,0
6,4,4,6,1
1,1,16,4,0
1,1,12,4,0
2,1,18,5,0
1,1,9,0,0
1,1,8,0,0
1,1,9,4,0
2,1,19,0,0
1,1,10,3,0
54,1,5,4,1
3,1,14,3,0
1,1,9,0,0
2,1,16,0,0
2,1,11,0,0
1,1,18,1,0
50,1,11,3,1
15,37,21,1,1
28,19,20,5,1
1,1,13,3,0
1,1,12,3,0
1,1,18,4,0
30,27,22,2,1
1,1,8,1,0
1,1,18,0,0
13,11,23,5,1
1,1,12,2,0
1,1,1,2,0
1,1,12,4,0
8,4,1,5,1
75,1,12,6,1
1,1,0,6,0
1,1,3,3,0
1,1,9,1,0
2,1,1,4,0
1,1,18,3,0
1,1,15,3,0
25,1,13,5,1
1,1,11,4,0
1,1,16,3,0
1,1,9,0,0
1,1,17,1,0
10,2,21,5,1
38,1,6,4,1
1,1,15,0,0
1,1,16,0,0
1,1,12,6,0
1,1,15,5,0
1,1,8,1,0
3,1,15,3,0
2,1,18,4,0
1,1,10,4,0
2,1,17,0,0
2,1,17,2,0
1,1,18,1,0
1,1,14,1,0
17,2,3,5,1
1,1,13,4,0
1,1,19,5,0
1,1,15,0,0
1,1,4,0,0
1,1,15,3,0
1,1,1,4,0
1,1,4,2,0
1,1,13,4,0
67,1,11,4,1
16,5,4,5,1
1,1,15,1,0
12,5,5,5,1
1,1,8,0,0
1,1,6,1,0
3,1,14,1,0
9,1,1,6,1
1,1,3,4,0
5,3,21,6,1
1,1,11,1,0
1,1,8,2,0
2,1,14,0,0
1,1,9,1,0
1,1,14,4,0
1,1,8,2,0
2,1,8,4,0
1,1,15,6,0
1,1,14,5,0
1,1,16,1,0
2,1,10,5,0
1,1,18,3,0
1,1,16,2,0
1,1,12,1,0
1,1,8,1,0
22,20,0,2,1
1,1,11,4,0
50,11,4,1,1
2,1,8,2,0
2,1,14,2,0
1,1,19,3,0
1,1,4,4,0
43,1,19,1,1
10,20,1,6,1
1,1,13,0,0
2,1,4,0,0
14,1,6,5,1
27,19,2,6,1
2,1,14,1,0
2,1,12,4,0
1,1,11,1,0
1,1,17,2,0
1,1,16,4,0
3,1,18,0,0
1,1,20,1,0
1,1,2,4,0
1,1,15,1,0
81,1,10,5,1
9,3,4,6,1
1,1,9,4,0
2,1,19,2,0
1,1,12,0,0
1,1,9,1,0
32,42,6,0,1
1,1,8,0,0
1,1,12,2,0
1,1,10,4,0
1,1,15,2,0
23,42,21,1,1
1,1,16,0,0
13,31,1,0,1
1,1,13,0,0
46,37,22,5,1
1,1,16,2,0
44,14,1,5,1
9,2,3,6,1
29,25,2,6,1
36,40,20,2,1
1,1,15,2,0
1,1,9,0,0
1,1,17,2,0
1,1,14,3,0
2,1,15,2,0
41,32,1,4,1
36,49,3,0,1
1,1,10,2,0
2,1,18,4,0
1,1,18,3,0
1,1,8,0,0
1,1,18,2,0
1,1,11,2,0
1,1,16,1,0
2,1,3,0,0
2,1,14,0,0
28,49,7,0,1
1,1,19,0,0
1,1,9,2,0
2,1,9,0,0
1,1,14,2,0
1,1,4,1,0
1,1,15,2,0
100,1,15,5,1
49,18,20,6,1
1,1,10,1,0
1,1,16,1,0
2,1,17,3,0
1,1,21,2,0
1,1,10,1,0
1,1,11,2,0
1,1,11,2,0
1,1,17,3,0
2,1,7,2,0
3,1,3,6,0
1,1,10,4,0
96,1,0,0,1
1,1,12,4,0
52,1,21,3,1
1,1,16,0,0
79,1,10,3,1
1,1,9,3,0
27,19,7,3,1
20,40,2,4,1
97,1,8,6,1
1,1,9,2,0
1,1,8,1,0
2,1,7,4,0
1,1,16,0,0
74,1,23,4,1
1,1,19,0,0
1,1,14,1,0
16,32,5,3,1
1,1,10,2,0
1,1,17,2,0
1,1,15,2,0
1,1,15,1,0
1,1,16,0,0
1,1,22,1,0
1,1,15,2,0
1,1,8,1,0
1,1,9,3,0
1,1,13,4,0
1,1,17,3,0
1,1,19,0,0
48,29,7,6,1
1,1,16,1,0
32,46,23,1,1
1,1,19,0,0
2,1,10,4,0
2,1,10,3,0
2,1,17,2,0
1,1,17,3,0
1,1,16,3,0
1,1,12,0,0
1,1,15,0,0
1,1,1,5,0
1,1,15,4,0
1,1,10,1,0
13,1,20,6,1
97,1,22,3,1
1,1,11,1,0
30,1,14,4,1
1,1,18,1,0
1,1,12,0,0
13,3,20,6,1
1,1,10,0,0
1,1,16,6,0
1,1,12,4,0
1,1,19,0,0
1,1,13,1,0
1,1,14,1,0
1,1,13,0,0
1,1,17,1,0
1,1,11,2,0
36,21,7,5,1
1,1,13,0,0
1,1,12,6,0
2,1,22,1,0
3,1,12,3,0
1,1,13,3,0
1,1,18,0,0
12,4,23,5,1
1,1,13,3,0
28,45,7,4,1
2,1,14,1,0
1,1,18,3,0
1,1,10,5,0
2,1,13,2,0
16,4,0,6,1
9,5,22,6,1
1,1,15,1,0
9,2,1,5,1
1,1,18,5,0
1,1,19,3,0
1,1,10,3,0
1,1,9,6,0
1,1,13,3,0
1,1,8,5,0
1,1,11,2,0
1,1,15,5,0
48,44,22,4,1
30,1,1,3,1
1,1,1,3,0
1,1,9,3,0
1,1,11,2,0
1,1,10,6,0
30,38,0,2,1
1,1,18,4,0
1,1,14,4,0
2,1,18,4,0
48,29,7,2,1
1,1,11,3,0
2,1,8,2,0
1,1,11,0,0
1,1,19,2,0
1,1,18,3,0
1,1,18,4,0
2,1,10,4,0
2,1,8,1,0
58,1,9,4,1
1,1,11,3,0
1,1,13,0,0
3,1,14,6,0
1,1,12,3,0
71,1,22,5,1
1,1,4,1,0
1,1,11,2,0
1,1,8,4,0
1,1,17,4,0
1,1,13,1,0
1,1,19,1,0
32,1,18,4,1
1,1,17,3,0
15,32,5,4,1
1,1,16,2,0
1,1,18,0,0
1,1,23,0,0
1,1,9,4,0
2,1,10,1,0
1,1,19,0,0
2,1,11,0,0
1,1,15,4,0
16,5,0,5,1
1,1,17,1,0
3,1,12,0,0
2,1,16,1,0
1,1,11,5,0
34,42,3,2,1
2,1,12,2,0
2,1,13,6,0
2,1,10,1,0
1,1,13,6,0
1,1,12,0,0
1,1,9,4,0
1,1,12,2,0
1,1,12,0,0
20,39,23,4,1
80,1,0,5,1
2,1,18,6,0
2,1,9,4,0
2,1,9,6,0
1,1,14,2,0
1,1,19,1,0
1,1,14,5,0
55,1,11,3,1
11,3,3,6,1
61,2,15,6,1
55,1,7,5,1
1,1,15,2,0
1,1,10,0,0
98,1,21,3,1
1,1,10,0,0
1,1,8,1,0
1,1,10,0,0
82,1,19,1,1
1,1,11,2,0
2,1,16,4,0
1,1,15,0,0
1,1,16,3,0
1,1,11,3,0
1,1,12,3,0
1,1,19,2,0
17,3,20,5,1
1,1,10,4,0
1,1,18,2,0
1,1,9,2,0
1,1,19,2,0
1,1,9,1,0
1,1,13,4,0
1,1,4,0,0
82,1,14,3,1
1,1,20,1,0
1,1,17,1,0
1,1,13,2,0
1,1,8,4,0
1,1,11,4,0
1,1,18,2,0
1,1,14,4,0
1,1,8,3,0
1,1,13,2,0
1,1,17,0,0
1,1,16,0,0
1,1,16,3,0
1,1,13,2,0
1,1,8,3,0
1,1,1,1,0
34,1,11,3,1
1,1,15,1,0
1,1,8,2,0
2,1,4,0,0
1,1,15,3,0
37,34,2,6,1
50,1,12,1,1
1,1,10,1,0
1,1,15,6,0
2,1,10,6,0
1,1,10,2,0
1,1,16,2,0
1,1,11,1,0
7,3,3,5,1
1,1,17,4,0
3,1,9,3,0
68,1,3,0,1
2,1,15,3,0
3,1,22,3,0
52,1,12,4,1
3,1,8,4,0
1,1,10,6,0
2,1,17,3,0
2,1,18,5,0
1,1,10,0,0
11,2,1,5,1
1,1,9,0,0
1,1,9,2,0
1,1,13,4,0
1,1,19,4,0
2,1,11,6,0
1,1,17,1,0
2,1,14,1,0
1,1,15,4,0
9,5,22,5,1
2,1,17,0,0
16,4,22,5,1
1,1,8,1,0
1,1,15,0,0
3,1,19,1,0
1,1,5,2,0
1,1,12,1,0
1,1,12,6,0
1,1,18,3,0
2,1,9,1,0
1,1,10,0,0
1,1,16,0,0
1,1,16,1,0
1,1,19,0,0
2,1,12,3,0
1,1,15,1,0
1,1,17,2,0
2,1,11,1,0
1,1,10,2,0
3,1,19,0,0
38,10,4,5,1
1,1,11,1,0
2,1,8,4,0
1,1,16,4,0
1,1,9,3,0
1,1,14,3,0
1,1,15,0,0
1,1,19,3,0
1,1,15,4,0
1,1,14,2,0
1,1,19,1,0
1,1,18,4,0
1,1,18,1,0
1,1,0,0,0
18,37,5,1,1
1,1,11,4,0
13,38,22,1,1
93,1,19,1,1
2,1,11,0,0
28,1,14,2,1
1,1,13,0,0
1,1,14,2,0
1,1,20,4,0
1,1,12,2,0
1,1,17,4,0
1,1,9,4,0
73,1,9,4,1
2,1,9,2,0
19,1,4,5,1
76,1,22,3,1
1,1,10,0,0
1,1,19,0,0
1,1,18,1,0
1,1,12,1,0
1,1,16,1,0
1,1,11,0,0
1,1,18,4,0
1,1,2,1,0
1,1,18,2,0
1,1,17,1,0
2,1,14,1,0
2,1,16,3,0
1,1,13,1,0
1,1,18,3,0
29,1,21,6,1
36,1,2,1,1
1,1,13,2,0
23,1,12,1,1
1,1,14,4,0
1,1,7,3,0
2,1,22,4,0
2,1,12,0,0
1,1,14,4,0
1,1,18,5,0
2,1,7,3,0
10,30,4,0,1
1,1,3,3,0
18,5,4,6,1
50,36,7,0,1
1,1,15,1,0
3,1,16,2,0
1,1,12,3,0
1,1,13,3,0
1,1,5,3,0
1,1,14,2,0
1,1,14,0,0
2,1,12,3,0
86,1,17,2,1
1,1,13,2,0
97,1,9,6,1
1,1,13,1,0
2,1,14,2,0
1,1,13,2,0
31,36,23,2,1
1,1,14,4,0
1,1,9,2,0
1,1,10,1,0
1,1,13,4,0
1,1,18,1,0
1,1,16,2,0
1,1,6,4,0
1,1,9,0,0
1,1,8,5,0
2,1,9,0,0
1,1,11,3,0
2,1,16,3,0
1,1,11,0,0
1,1,0,3,0
1,1,18,4,0
1,1,18,2,0
1,1,3,5,0
1,1,19,0,0
2,1,14,3,0
1,1,17,1,0
1,1,10,1,0
1,1,23,2,0
14,2,1,6,1
38,23,0,5,1
1,1,2,2,0
3,1,9,4,0
22,22,23,1,1
5,2,2,5,1
1,1,12,5,0
1,1,14,5,0
2,1,15,5,0
1,1,15,2,0
1,1,15,3,0
1,1,17,4,0
1,1,14,0,0
15,5,6,5,1
3,1,11,2,0
2,1,18,3,0
1,1,9,3,0
1,1,5,3,0
2,1,3,6,0
1,1,13,1,0
1,1,18,0,0
38,1,8,6,1
25,1,1,5,1
1,1,3,1,0
1,1,12,4,0
2,1,9,4,0
1,1,11,1,0
25,1,8,3,1
2,1,12,1,0
1,1,19,0,0
1,1,8,2,0
1,1,8,3,0
1,1,18,0,0
39,1,7,1,1
1,1,10,0,0
2,1,12,0,0
1,1,16,3,0
2,1,19,0,0
2,1,8,3,0
1,1,21,4,0
2,1,19,6,0
27,1,6,4,1
18,10,6,4,1
2,1,17,0,0
1,1,16,0,0
2,1,14,2,0
1,1,10,0,0
2,1,17,1,0
1,1,15,2,0
1,1,9,0,0
1,1,8,4,0
1,1,17,5,0
1,1,16,3,0
1,1,14,0,0
1,1,11,3,0
1,1,15,1,0
1,1,13,3,0
1,1,9,4,0
1,1,22,3,0
1,1,16,4,0
1,1,17,2,0
1,1,16,3,0
21,1,7,3,1
1,1,19,0,0
1,1,14,1,0
1,1,19,6,0
1,1,9,4,0
1,1,13,6,0
1,1,12,0,0
3,1,18,0,0
1,1,12,2,0
2,1,9,2,0
1,1,13,2,0
2,1,11,2,0
14,5,1,6,1
2,1,19,2,0
1,1,2,0,0
1,1,7,1,0
57,1,23,6,1
1,1,9,2,0
50,46,21,1,1
1,1,11,4,0
1,1,18,2,0
45,49,2,6,1
1,1,18,1,0
3,1,8,6,0
1,1,10,0,0
9,1,20,6,1
2,1,11,1,0
47,21,7,0,1
1,1,6,5,0
2,1,2,5,0
55,1,3,1,1
1,1,15,2,0
1,1,11,0,0
1,1,12,2,0
1,1,9,3,0
1,1,8,6,0
1,1,13,2,0
1,1,11,3,0
1,1,16,0,0
1,1,10,1,0
1,1,8,1,0
3,1,14,0,0
36,1,15,2,1
1,1,18,1,0
1,1,19,4,0
26,49,21,0,1
6,2,20,5,1
1,1,8,2,0
1,1,8,4,0
1,1,18,3,0
1,1,1,6,0
1,1,15,1,0
1,1,14,4,0
1,1,11,2,0
1,1,17,6,0
18,30,1,6,1
1,1,17,3,0
1,1,9,2,0
14,1,2,6,1
2,1,17,1,0
1,1,17,3,0
20,2,22,5,1
1,1,16,3,0
7,4,1,6,1
48,20,22,4,1
1,1,16,1,0
2,1,19,4,0
1,1,18,5,0
1,1,19,0,0
1,1,9,1,0
3,1,19,1,0
1,1,4,1,0
28,1,3,1,1
1,1,19,0,0
1,1,9,6,0
1,1,11,2,0
1,1,11,3,0
1,1,8,4,0
2,1,10,3,0
1,1,15,3,0
1,1,12,1,0
2,1,5,4,0
1,1,12,2,0
1,1,13,0,0
32,1,21,5,1
1,1,14,0,0
1,1,12,1,0
2,1,13,1,0
65,1,12,6,1
2,1,5,2,0
1,1,14,1,0
1,1,18,0,0
1,1,11,1,0
2,1,12,1,0
1,1,18,0,0
2,1,14,0,0
19,3,23,5,1
1,1,15,1,0
1,1,13,5,0
1,1,17,3,0
1,1,8,4,0
1,1,8,4,0
1,1,18,3,0
1,1,8,0,0
1,1,8,4,0
1,1,9,4,0
12,3,7,6,1
2,1,21,3,0
1,1,12,3,0
2,1,17,4,0
2,1,14,4,0
13,3,7,5,1
1,1,11,3,0
1,1,9,4,0
1,1,17,2,0
1,1,13,0,0
1,1,22,4,0
1,1,12,4,0
15,1,19,0,1
2,1,8,0,0
1,1,19,1,0
1,1,11,3,0
2,1,16,4,0
1,1,17,6,0
1,1,13,1,0
1,1,16,3,0
1,1,4,0,0
1,1,17,3,0
1,1,9,1,0
1,1,19,4,0
1,1,16,6,0
2,1,15,0,0
1,1,9,3,0
1,1,9,4,0
1,1,8,3,0
1,1,17,5,0
1,1,9,3,0
1,1,17,2,0
1,1,17,3,0
1,1,18,4,0
18,1,21,5,1
1,1,10,3,0
1,1,18,4,0
18,4,22,5,1
16,5,7,5,1
2,1,16,3,0
2,1,9,0,0
2,1,14,0,0
1,1,9,0,0
2,1,19,3,0
15,11,4,3,1
39,12,23,0,1
2,1,14,1,0
1,1,9,2,0
1,1,1,6,0
1,1,6,4,0
1,1,22,0,0
1,1,10,0,0
1,1,15,4,0
1,1,16,3,0
1,1,14,1,0
14,2,3,5,1
2,1,16,1,0
1,1,16,4,0
1,1,19,1,0
1,1,9,3,0
10,1,3,6,1
9,2,20,5,1
84,1,10,1,1
1,1,16,0,0
1,1,16,6,0
91,1,7,6,1
1,1,12,4,0
1,1,13,6,0
88,1,2,0,1
1,1,8,6,0
1,1,17,0,0
1,1,17,1,0
1,1,22,4,0
86,1,3,3,1
1,1,13,0,0
1,1,20,6,0
1,1,16,3,0
1,1,12,1,0
11,26,6,3,1
49,1,5,2,1
1,1,12,1,0
1,1,9,0,0
1,1,13,1,0
27,18,5,3,1
1,1,12,4,0
1,1,17,3,0
1,1,13,4,0
2,1,14,0,0
1,1,15,0,0
52,2,4,5,1
1,1,19,1,0
1,1,9,1,0
12,12,1,0,1
2,1,17,3,0
1,1,8,0,0
2,1,10,4,0
1,1,17,5,0
1,1,11,0,0
18,46,6,0,1
1,1,8,3,0
1,1,1,2,0
3,1,16,1,0
6,2,4,5,1
1,1,11,3,0
1,1,13,4,0
1,1,12,1,0
1,1,9,2,0
2,1,2,1,0
13,27,6,3,1
1,1,8,2,0
62,1,19,5,1
1,1,13,4,0
1,1,8,3,0
1,1,11,2,0
1,1,16,1,0
48,1,7,5,1
2,1,17,2,0
1,1,19,2,0
1,1,15,3,0
1,1,8,3,0
1,1,10,2,0
1,1,18,2,0
1,1,15,0,0
1,1,19,0,0
40,31,1,0,1
1,1,11,1,0
2,1,7,2,0
1,1,16,0,0
1,1,19,3,0
1,1,10,0,0
1,1,17,3,0
2,1,18,4,0
1,1,15,3,0
1,1,15,0,0
7,3,7,6,1
1,1,23,2,0
1,1,13,3,0
1,1,11,4,0
1,1,10,0,0
61,1,1,5,1
13,4,23,5,1
3,1,11,3,0
1,1,2,1,0
1,1,14,3,0
49,1,18,3,1
1,1,8,1,0
2,1,16,3,0
1,1,8,4,0
2,1,8,5,0
60,1,2,3,1
1,1,18,0,0
17,28,3,4,1
1,1,15,2,0
14,1,20,5,1
1,1,18,2,0
2,1,11,1,0
1,1,13,1,0
16,3,5,6,1
1,1,9,6,0
1,1,12,4,0
13,47,5,3,1
1,1,21,3,0
1,1,11,4,0
1,1,18,2,0
1,1,11,6,0
1,1,18,0,0
77,1,23,5,1
1,1,11,4,0
1,1,15,0,0
37,23,1,3,1
2,1,14,5,0
1,1,19,4,0
1,1,17,3,0
2,1,17,0,0
1,1,14,0,0
3,1,19,0,0
10,4,0,6,1
1,1,14,2,0
3,1,0,1,0
1,1,9,1,0
1,1,18,1,0
1,1,6,1,0
1,1,10,0,0
1,1,8,1,0
18,29,2,6,1
1,1,13,2,0
1,1,16,4,0
3,1,19,2,0
2,1,16,5,0
59,1,3,1,1
32,1,12,5,1
1,1,19,3,0
1,1,2,4,0
1,1,18,6,0
1,1,0,0,0
1,1,10,0,0
1,1,11,1,0
1,1,8,3,0
2,1,12,0,0
1,1,19,2,0
1,1,19,2,0
1,1,19,6,0
1,1,11,5,0
1,1,17,0,0
48,10,5,2,1
1,1,18,0,0
1,1,5,4,0
1,1,19,1,0
1,1,7,1,0
1,1,18,3,0
1,1,16,2,0
1,1,14,3,0
97,1,1,4,1
2,1,18,2,0
1,1,8,4,0
2,1,12,3,0
1,1,8,5,0
1,1,15,4,0
1,1,18,1,0
2,1,2,3,0
1,1,13,3,0
2,1,10,2,0
2,1,18,2,0
42,28,0,4,1
2,1,14,2,0
1,1,10,3,0
34,46,5,1,1
1,1,18,4,0
1,1,16,3,0
42,34,20,6,1
1,1,13,0,0
14,15,7,1,1
9,4,5,5,1
1,1,19,3,0
36,1,23,5,1
1,1,13,0,0
1,1,15,2,0
3,1,12,0,0
1,1,9,1,0
1,1,12,1,0
2,1,13,2,0
1,1,12,3,0
2,1,10,4,0
1,1,15,4,0
1,1,19,3,0
1,1,12,0,0
1,1,17,3,0
2,1,15,0,0
1,1,18,1,0
11,3,23,5,1
42,36,20,5,1
1,1,14,5,0
14,3,4,5,1
1,1,12,0,0
1,1,12,4,0
1,1,12,4,0
3,1,16,1,0
12,5,21,6,1
44,1,12,0,1
1,1,8,1,0
49,16,20,5,1
1,1,20,6,0
1,1,12,5,0
1,1,18,2,0
1,1,9,2,0
1,1,10,4,0
1,1,14,2,0
2,1,13,1,0
28,36,21,1,1
1,1,9,0,0
1,1,8,1,0
1,1,9,2,0
44,1,22,0,1
1,1,7,2,0
3,1,10,1,0
1,1,18,0,0
1,1,12,3,0
3,1,9,4,0
20,1,4,2,1
3,1,15,1,0
1,1,18,0,0
1,1,11,4,0
1,1,16,2,0
1,1,18,1,0
1,1,17,1,0
1,1,8,5,0
1,1,11,2,0
1,1,15,3,0
40,27,5,4,1
2,1,10,3,0
1,1,12,3,0
1,1,14,3,0
1,1,14,2,0
2,1,11,0,0
2,1,15,4,0
15,2,0,5,1
24,41,20,0,1
1,1,12,4,0
2,1,16,2,0
1,1,23,3,0
35,46,5,2,1
50,22,22,3,1
1,1,19,2,0
1,1,15,3,0
1,1,12,4,0
1,1,18,1,0
1,1,19,4,0
15,5,2,5,1
83,1,10,5,1
2,1,10,4,0
1,1,13,4,0
40,25,4,3,1
1,1,8,4,0
1,1,6,3,0
1,1,22,0,0
1,1,5,0,0
1,1,13,4,0
1,1,17,4,0
1,1,12,1,0
1,1,12,0,0
9,2,3,5,1
13,2,5,5,1
1,1,13,3,0
1,1,10,3,0
1,1,16,5,0
1,1,16,3,0
7,3,20,6,1
10,1,23,5,1
1,1,14,4,0
12,5,6,6,1
1,1,10,2,0
1,1,8,1,0
1,1,17,2,0
1,1,13,4,0
1,1,16,1,0
3,1,13,1,0
1,1,13,0,0
1,1,10,3,0
1,1,9,3,0
1,1,10,2,0
1,1,8,1,0
1,1,19,3,0
1,1,11,2,0
3,1,16,2,0
1,1,11,1,0
1,1,16,4,0
1,1,19,2,0
1,1,14,3,0
1,1,16,0,0
1,1,13,5,0
1,1,11,3,0
1,1,16,2,0
56,1,8,1,1
1,1,21,5,0
1,1,23,1,0
2,1,13,1,0
1,1,8,2,0
1,1,12,0,0
3,1,8,4,0
1,1,18,1,0
1,1,16,4,0
1,1,12,1,0
1,1,15,6,0
3,1,14,4,0
2,1,8,1,0
1,1,10,1,0
1,1,17,0,0
1,1,11,4,0
1,1,6,2,0
1,1,16,2,0
2,1,15,2,0
2,1,13,0,0
1,1,10,2,0
1,1,9,6,0
1,1,10,0,0
1,1,9,2,0
38,49,2,0,1
1,1,13,3,0
1,1,5,6,0
2,1,19,3,0
12,47,3,3,1
1,1,17,2,0
2,1,23,4,0
1,1,16,0,0
2,1,9,1,0
20,4,3,5,1
1,1,16,3,0
1,1,10,3,0
81,2,0,4,1
1,1,12,5,0
15,29,21,3,1
1,1,13,2,0
1,1,18,3,0
41,12,21,0,1
1,1,17,6,0
59,1,20,3,1
1,1,13,4,0
2,1,16,1,0
1,1,8,1,0
13,3,3,6,1
1,1,15,0,0
1,1,16,0,0
9,5,20,6,1
1,1,19,1,0
1,1,17,2,0
3,1,21,6,0
1,1,17,2,0
21,1,1,1,1
2,1,9,4,0
1,1,13,0,0
1,1,14,3,0
1,1,4,5,0
2,1,5,2,0
1,1,17,6,0
13,5,4,6,1
1,1,9,0,0
1,1,10,3,0
1,1,17,3,0
3,1,10,1,0
1,1,9,0,0
8,1,1,5,1
1,1,15,1,0
1,1,17,3,0
1,1,14,0,0
1,1,19,3,0
3,1,15,4,0
3,1,18,2,0
41,1,22,1,1
1,1,11,0,0
2,1,9,0,0
1,1,12,1,0
1,1,17,0,0
45,42,22,5,1
1,1,10,5,0
2,1,16,4,0
1,1,17,0,0
1,1,19,2,0
3,1,14,2,0
18,5,6,6,1
1,1,8,6,0
1,1,14,0,0
1,1,19,2,0
1,1,17,5,0
1,1,17,0,0
1,1,16,0,0
1,1,14,4,0
2,1,18,0,0
1,1,15,0,0
1,1,9,3,0
1,1,19,4,0
1,1,19,1,0
50,1,20,1,1
1,1,14,2,0
1,1,17,1,0
1,1,14,4,0
1,1,13,2,0
1,1,15,4,0
1,1,17,1,0
3,1,13,1,0
1,1,18,2,0
7,3,1,5,1
3,1,13,5,0
3,1,9,4,0
1,1,10,4,0
1,1,8,1,0
1,1,15,1,0
1,1,12,5,0
18,1,18,1,1
1,1,15,3,0
2,1,15,0,0
31,22,23,6,1
1,1,16,2,0
28,31,3,4,1
1,1,18,3,0
11,5,21,6,1
1,1,10,0,0
1,1,12,2,0
1,1,15,0,0
18,4,20,5,1
1,1,10,1,0
1,1,19,0,0
1,1,12,4,0
1,1,9,6,0
1,1,15,4,0
20,3,5,5,1
1,1,8,3,0
1,1,9,2,0
1,1,9,1,0
2,1,11,0,0
2,1,17,2,0
1,1,14,2,0
39,44,5,6,1
1,1,8,5,0
1,1,11,2,0
77,2,4,4,1
1,1,10,2,0
1,1,12,0,0
1,1,10,2,0
1,1,13,5,0
1,1,14,4,0
